1	Porto Velho		36660-000	Alem Paraiba	07.866.806/0001-06	Rafael 	Av Dr Antonio Augusto Junqueira 25	MG	0	015 999 380 0021	Agropec Prod Agricolas e Vet de Alem Paraiba Ltda	(32) 3462-5502
148	Centro	(21) 9984-8413	23835-190	Itaguai	02.050.776/0001-41		Rua EuclideSPereira 1375	RJ	0	85 866 141	Paulo Maurício Ferreira-ME	
149	Bairro das Manções		37464-000	Itanhandú	72.671.985/0004-30	Yara	AV  Tereza Guedes 1180	MG	0	001 024 615-0068	Supermercado Alean Ltda	(35) 3361-3212
150	Centro		27580-000	Itatiaia	05.083.536/0001-31		R Pref Assunção 58-B	RJ	0	77 374 124	A A Scaramal Me	(24) 3352-1477
151	Jardim Itatiaia		27580-000	Itatiaia	06.274.333/0001-95	Cristina	Rua 14 203	RJ	0	77 745 980	Ana Cristina S Crispim Comercio de Rações Me	(24) 3352-5125
152	 Penedo 		27580-000	Itatiaia	03.011.477/0001-60	Nelio	Rua das Velas 100	RJ	0	75 769 466	Aurinko Artesanato Ltda	(24) 3351-1980
153	PEnedo	(24) 3351-2372	27580-000	Itatiaia	05.373.110/0001-12	Claudia	Rua das Velas 100 4A	RJ	0	77 489 673	C E S da Cunha Roupas Me	(24) 9902-7066
154	Vila Odete		27580-000	Itatiaia	05.468.896/0001-51	Felix	Maria Georgeta Marins Mota 365	RJ	0	77 499 750	Casa de Ração Esperança Ltda	(24) 3352-3906
155	Campo Alegre	(24) 8809-0110	27580-000	Itatiaia	03.616.663/0001-23	Lair	AV João Azevedo Carneiro Maia 206	RJ	0	75 889 097	Casa de Ração Rial Ltda	(24) 3352-4796
156	Penedo	(24) 3351-1891	27580-000	Itatiaia	00.258.179/0001-81	Reinaldo	Rua Três Cachoeiras s/n	RJ	0	84 861 189	Di Penedo Mini Mercado Ltda	(24) 3351-1126
157	Centro		27580-000	Itatiaia	29.932.787/0001-01	Elcio	Rua Prefeito Assunpção 61	RJ	0	82 744 622	Elcio Camejo de Aguiar	(24) 3352-1445
158	 Penedo 	(24) 3355-3448	27580-000	Itatiaia	07.330.691/0001-30		Av das Mangueiras loja 4 1636	RJ	0	77896600	Fernanda Bittencourt Cordeiro Me	(24) 3351-1958
159	Penedo	(24) 3351-1132	27580-000	Itatiaia	68.847.292/0001-36		Estrada Corrego Frio 49	RJ	0	84 859 966	Hotel Club Campestre Penedo	
160	Penedo	(24) 3351 -1523	27580-000	Itatiaia	07.942.272/0001-50	Marcelo	Rua das Velas 100 Loja 2 C	RJ	0	78 172 258	Iluminart Com de Velas Ltda	(24) 3351-1523
161	Jardim Itatiaia		27580-000	Itatiaia	04.321.847/0001-29	Ari 	Av 3 361	RJ	0	76044791	Imporio Ari e Sandra	
162	Centro		27580-000	Itatiaia	29.370.079/0001-24		Rua Prefeito Assunção 222	RJ	0	82 632 980	Lanchonete Papy Ltda	(24) 3352-2210
163	Campo Alegre		27580-000	Itatiaia	02.917.584/0001-90	Nilton	Rua Oby Loyola 136	RJ	0	75 769 288	Shopping Itatiaia das Rações Ltda	(24) 3352-3038
164	Penedo		27530-050	Itatiaia	39.552.419/0001-91	Ana Cristina	Rua das Velas 82	RJ	0	84 860 344	Velas Filandesas Ltda	(24) 3351-1706
165	Penedo		27580-000	Itatiaia	04.295.574/0001-95	Rita	Rod Cel Rubens Tramujas Nader 1500	RJ	0	76 044 813	W G da Graça	(24) 3351-3273
166	Avareí		12328-000	Jacareí	02.312.677/0001-90	Juliana	Av Avareí 617	SP	0	392 067 410 112	Agro Comercial Ferdan Me	(12) 3951-1499
167			12300-000	Jacareí	58.345.828/0001-61	Carlos José	Rua Barão de Jacareí 1356	SP	0	392 025 276 119	Agropecuaria União do Vale Ltda Me	(12) 3952-7493
168	Jd São José		12327-661	Jacareí	58.948.936/0001-29	Sr Luis	Av São Mateus 341	SP	0	392 042 240 119	Andrade e Nadur Ltda Me	(12) 3951-7893
169	Cidade Jardim		12320-410	Jacareí	63.981.799/0001-64	Marcelo	Av Carlos Frederico Werneck Lacerda 287	SP	0	392 216 294 116	Aparecida de Lourdes FernandeSPinto Me	(12) 3953-6036
170	Jardim Didinha		12320-670	Jacareí	05.304.660/0001-37		Av Pereira Campos 485	SP	0	392 212 299 119	Campos Rações Ltda Me	(12) 3952-4383
171	Centro		12327-699	Jacareí	04.302.052/0001-73	Neto	R Amim Esper 74	SP	0	392 204 481 111	Chaves e Siqueira Ltda Me	(12) 3951-8118
172	Bom Sucesso		07142-360	Jacareí	03.994.200/0003-67		Estrada Ari Jorge Zeitune 3100	SP	0	336 651 973 117	Comercial Multilixi Ltda	(12) 3637-3535
173	Jd Nova Esperança	(  ) 3956-1630	12300-000	Jacareí	72.908.692/0001-81	9101-2010	Av Sebastião Lopes 190	SP	0	392 074 611-115	Delmidio Ribeiro de Azevedo ME	(12) 3956-1630
174	Centro		12327-001	Jacareí	06.906.751/0001-58	Henrique 	Mercado Municipal S/N Box 210	SP	0	392 005 879 118	Henrique de Farias Lopes	(12) 9169-4984
175	Centro	(12) 3951-8735	12300-000	Jacareí	44.789.865/0001-54	Justiniano	Mercado Municipau Box 61	SP	0	392.014.317.117	Justiniano Pereira	(12) 3952-5718
176	Centro		12300-000	Jacareí	50.437.011/0001-01	Luis	Rua Luis Simon 144	SP	0	392 022 300 111	Luis Roberto Miguel Marques Me	(12) 3951-6387
177	Jd São José		12327-510	Jacareí	03.914.414/0001-14	Branca	Rua Luis Simon 113	SP	0	392 201 881 - 114	Mazzeo e Ramos Cia de Alimentos Ltda Me	(12) 3951-8079
178	Centro		12327-000	Jacareí	01.180.375/0001-43	Luis	Mercado Municipal Box 194	SP	0	392 086 460 113	Nirce Aparecida Laurindo Me	(12) 9786-6835
179	Centro		12308-010	Jacareí	04.297.075/0001-37	Osiris	Rua Bernadino de Campos 298	SP	0	392204589 116	OsiriSPereira Caldas Jacareí Me	(12) 3951-1900
180	Esperança		12300-000	Jacareí	00.331.192/0001-74	Alice	Av Lucas Nogueira Garcez 1556	SP	0	392 079 260 114	Palazzi e Palazzi Ltda Me	(12) 3956-1455
181	Jd Nova Esperança		12324-350	Jacareí	08.822.139/0001-22	Giovani	Av Sebastião Lopes 86 96	SP	0	392 232 787 119	Pedaço do Campo artigoSPara Animais Ltda Me	(12) 3956-1630
182	Centro	(12) 9724-3584	12300-000	Jacareí	03.724.023/0001-37	Ademir	Mercado Municipal Box 196	SP	0	392 086 498 - 116	Robson Ambrosio da Silva Me	(12) 3952-2874
183	Pq Santo Antonio	(12) 8148-0166	12309-000	Jacareí	07.784.527/0001-01	3951-4684	Av Vale do Paraiba 745	SP	0	392 223 671 116	S C Pimentel dos Santos Rações Me 	(12) 3961-2078
184	Campo Grande		12319-000	Jacareí	04.637.887/0001-84	Reinaldo	Estrada Theofilo Teodoro Rezende 1085	SP	0	392 206 545 116	Simone Aparecida Pereira de Macedo Jacareí Me	(12) 3952-8704
185	Jd Independência		12321-800	Jacareí	07.315.317/0001-66		Rua Chiquinha Schurig 105	SP	0	392 210 589 118	Sirley Ribeiro Souza Maciel Me	(12) 3961-4222
186	Centro		12270-000	Jambeiro	05.195.158/0001-88		Praça Almeida Gil 39	SP	0	397 001 871 119	Marcello Larocca Me	(12) 3978-1113
187	Jardim Mavisou		12760-000	Lavrinhas	00.414.402/0001-32	Tião	Rua João Vieira Soares 46	SP	0	414 054 495 117	Sebastião Oelson da Silva Me	(12) 3146-5011
188	Centro		25830-000	Levy Gasparian	32.274.185/0001-19	Lucy	Rua Josefina Gasparian 14	RJ	0	83 509 112	Com de Rações Serranense Ltda Me	(24) 2254-1059
189	Centro		25870-000	Levy Gasparian	05.270.091/0001-07	Luizinho	Praça Antonio Porto 212	RJ	0	77 460 470	Distribuidora de Cereais Comlev Ltda Me	(24) 2254-2168
190	Centro		27475-000	Lidice	05.965.449/0001-08	Rafaela	Rua Padre Ezequiel 40	RJ	0	77 638 385	Centro Rural Comercio de Produtos Agropecuarios	(24) 3334-1022
191	Centro		27475-000	Lidice	03.358.054/0001-11	Guilherme	Rodovia Saturnino Braga 553	RJ	0	85 339 419	G G Pereira ME	(24) 3334-1183
192	Centro	(12) 9793-3698	12606-050	Lorena	07.341.152/0001-05	Alexandre		SP	0	420.129.554.114	Alexandre Mitio Yazawa-Me	(12) 3152-6724
193	Bairro da Cruz	(12) 3153-1485	12606-150	Lorena	64.151.913/0001-91	Messias	Av 7 de Setembro 751	SP	0	420 037 998 115	Antonio Messias dos Santos & Cia Ltda Me	(12) 3153-1486
194	Vila Nunes		12603-000	Lorena	03.010.401/0001-10	Davi e Vina	Av Targino Vilela Nunes 991 Lj 1	SP	0	420 052 481 110	Casa de Rações Targino Ltda Me	(12) 3153-4165
195	Centro	(12) 3132-6895	12600-000	Lorena	67.553.487/0001-00	Elcio	Rmajor Oliveira Borges 265	SP	0	420 042 370-110	Elcio Alves de Carvalho ME	(12) 3152-3427
196	Centro	(12) 3152-7755	12600-000	Lorena	71.884.852/0001-37	Ana	Rua São Benedito 231	SP	0	420 046 222 114	Elder Costa Battagini Me	(12) 3153-1414
197		(12) 3159-4020	12606-590	Lorena	48.551.626/0001-12		Rod Presidente Dutra Km 56	SP	0	420 021 080 117	Eskensen Truck & Car Center	(12) 3159-4000
198	Centro		12600-290	Lorena	01.231.394/0001-51		Rua 21 de Abril 143	SP	0	42 053 479 111	Irene de Oliveira Coura	
199	Centro		12607-020	Lorena	63.955.678/0001-48	Eloy	AV Capitão Messias Ribeiro 612	SP	0	420 037 696 111	João Eloy da Silva Jr	(12) 3153-2326
200	Centro	(12) 3157-3272	12600-000	Lorena	06.309.984/0001-73		Rua Barão da Bocaina 224	SP	0	420 125 600 117	L H B Pereira Rações Me	(12) 3157-3272
201	Centro		12600-005	Lorena	72.679.004/0001-59	Odair	Rua Dr Rodrigues de Azevedo 447	SP	0	420 045 418 113	Leila Maria de Castro Santos Me	(12) 3153-2843
202	Capelinha		12602-110	Lorena	04.819.247/0001-95	Liberacy	Rua Manoel Prudente 860	SP	0	420 122 017 115	Liberacy Magno Mariano Me	(12) 9155-3631
203	Bairro da Cruz		12606-150	Lorena	03.872.304/0001-37		Av 7 de Setembro 1065	SP	0	420 118 311 110	M A dos Santos Rações Me	(12) 3152-7255
204	Vila Hepacaré		12608-346	Lorena	00.161.340/0001-02	Marcelo	Av Tomaz Alves Figueiredo 112	SP	0	420 048 795 117	Maurílio Augusto Pereira Rações ME	(12) 3152-5212
205	Vila Hepacaré		12608-346	Lorena	67.768.663/0001-21	Angelo	Av Tomaz Alves Figueiredo 62	SP	0	420 043 190 114	Mercadinho Solar Ltda EPP	(12) 3153-1888
206	Centro		12600-000	Lorena	02.980.484/0001-08	Messias	Av São José  6	SP	0	420 059 919 - 110	Messias Nunes da Silva Lorena Me	
207	Santo Antonio 		12608-570	Lorena	05.975.468/0001-15	Oracy	Av Coronel Marciano  566	SP	0	420126731-116	Oracy Nunes da Silva Filho Me	(12) 3153-5044
208	Vila Passos		12600-000	Lorena	52.904.232/0001-78	Paulinho	Rua Prof José Marques Oliveira 313	SP	0	420 019 572 110	Paulo Estevan Duarte Me	(12) 3153-4408
209	Bairro da Cruz		12606-401	Lorena	03.897.672/'0001-30		Tenente Manoel Barboza 626	SP	0	420 118 162 116	R C G dos Santos de Araujo Me	
210	Vila Nunes		12603-010	Lorena	04.090.183/0001-34	Roberto	Av Francisco de Paula Brasil  740	SP	0	420 118 827 114	R C Pinheiro Lorena Me	(12) 3153-5041
211	S. Roque/Matadouro 		12601-130	Lorena	03.179.826/0001-58	Marcelo	São Vicente de Paulo 355	SP	0	420 061 764 110	R de Souza F Coura	(12) 3157-2833
212	Vila Geny		12600-000	Lorena	03.574.173/0001-01	Rogenir	Av Angelo Molinari 855 	SP	0	420 062 370 114	Rogenir dos Santos Me	(12) 3157-4306
213	Santo Antonio 	(12) 3152-6519	12600-010	Lorena	00.024.889/0001-47	Sonia 	Rua Beth Maria de Freitas 86	SP	0	420 050 318-116	S R de Oliveira Inácio ME	(12) 3152-5134
214	 Centro 		12600-050	Lorena	07.146.501/0002-00	Valdirene	Rua DRJosé Machado Coelho de Castro	SP	0	420 121 650 114	Supermercado Quest Ltda	(12) 3153-2383
215	Vila Neide	(  ) 8163-3343	12618-200	Lorena	00.486.826/0001-02	Luis	Rua Antonio Haddad 641	SP	0	420 125 345 117	V L de S Fonseca Rações Me	(12) 3157-4455
216	Cidade Industrial		12600-000	Lorena	08.152.573/0001-42		Av Tomaz Alves de Figueiredo 291	SP	0	420 133 756 111	Vania dos Santos Rações Me	(12) 3152-6013
217	Vila Geny		12600-000	Lorena	01.155.950/0001-58	Rildo	Av Gal Eduardo Crio 635	SP	0	420 052 890 113	Vila Geny Ltda Me	(12) 3152-5447
218	Vila Nunes	(12) 9776-9483	12603-000	Lorena	74.305.012/0001-60	Adelson	Av Targino Vilela Nunes 57	SP	0	420 030 256 117	Vilela Ribeiro e Filhos Ltda	(12) 3159-1400
219	Centro		26700-000	Mendes	04.671.687/0001-48	Fernando	Av Julio Braga 107	RJ	0	77 244 050	E A Caramez Prod Agropecuarios Me	(24) 2465-2487
220	Centro		26700-000	Mendes	28.594.935/0001-62		Alberto Paiva 09 Loja 2	RJ	0	80 507 496	Simoes Alvarenga Representacoes Ltda	(24) 2465 2487
221	Centro		25850-000	Paraiba do Sul	02.619.727/0001-87	Hailton	Rua Alfredo da Costa Mattos Junior 27	RJ	0	85 332 260	R L T Com e Distribuidora Ltda	(24) 2263-3462
222	 Bananal 		23970-000	Parati 	07.126.663/0001-04	Valdirene	Rua 21 Lote 01 - Q K Portão de Ferro	RJ	0	77 838 864	Supermercado Rosado de Paraty Ltda	(12) 3371-2649
223	Santa Terezinha	(19) 3844-5346	13140-000	Paulínia	02.904.129/0001-50	Sergio	Rua Professor Zeferino Vaz 1269	SP	0	513 038 707 114	Coalma -  Anaci Aparecida ArraeSPaulínia Me	(19) 3874-2637
224	Quissamã		25615-531	Petrópolis	05.523.571/0001-24	Viviane	Rua Quissamã 2110	RJ	0	77 515 003	Aldeões Ferragens Ltda	(24) 2231-8012
225	Duarte da Silveira		25665-470	Petrópolis	05.312.030/0001-57	Não Aprovado	Rua Coronel Duarte da Silveira 264	RJ	0	77 454 284	Canideo Comercio de Rações Ltda Me	(24) 2245 9767
226	Centro		25610-090	Petrópolis	05.841.172/0001-01	Wilson	Praça da Incofidencia 16	RJ	0	77 596 062	Crimon Comercio de Rações Ltda	(24) 2245-2456
227	Centro		25610-100	Petrópolis	01.990.630/0001-13	Italo	Rua Caldas Viana 29	RJ	0	86 176 335	Mercadinho Santa Bernadette Ltda	(24) 2242-1161
228	Cascatinha		25710-190	Petrópolis	03.982.772/0001-64	Adelia/Claudio	Rua Hívio Naliato  460	RJ	0	77 065 679	Naliato Rações Comercio Ltda Me	(24) 2242 6519
229	Alto da Serra		25635-530	Petrópolis	28.122.216/0001-49	Fábio	Rua Tereza 1776/1782	RJ	0	80 689 896	O Falcão Comercio de Rações Ltda	(24) 2242-1150
230	Centro		25610-080	Petrópolis	36.441.053/0001-95	Alexandro/Carlos	Rua Floriano Peixoto 33	RJ	0	84 276 367	Pantanal Shop Agro Avicola Ltda ME	(24) 2243-4629
231	 Quitandinha 		25650-190	Petrópolis	07.725.379/0001-46		Rua Bahia s/n	RJ	0	78 026 588	Peierre Distribuidora de Rações Ltda	(24) 2235-9549
232	Centro- Quarteirão Brasileiro		25680-120	Petrópolis	05.786.994/0001-37	Marli	Av Barão do Rio Branco 1831	RJ	0	77 579 710	Planeta Zoo  Comercio de Rações Ltda	(24) 2246-4242
233	Cascatinha		25716-220	Petrópolis	02.400.550/0001-23	Adalto	Rua Hívio Naliato 146	RJ	0	77 514 953	Retifica Moria Ltda	(24) 2237-9572
234	Alto da Serra		25635-000	Petrópolis	05.029.097/0001-89	Mateus	Rua Thereza 1629	RJ	0	77 357 297	Tokinha Comercio de Produtos Rurais Ltda	(24) 2245-2079
235	Centro	(12) 3643-4319	12410-020	Pindamonhangaba	03.563.503/0001-63	Reginaldo	Rua Sete de Setembro 72	SP	0	528 063 377 111	A L R Nogueira	(12) 3645-2803
236	Vila São Benedito	(  ) 3637-3824	12445-010	Pindamonhangaba	00.922.673/0001-07	Antonio	Rod Washington Luis 725	SP	0	528 051 546 115	Antonio Carlos de Paulo Pindamonhangaba Me	(12) 3637-3689
237	Centro		12410-020	Pindamonhangaba	00.807.566/0001-20		Rua Sete de Setembro 72	SP	0	528 050 985 115	C R Nogueira Rosa	
238	Residencial Andrade	(12) 3642-9443	12402-530	Pindamonhangaba	06.204.786/0001-45	Andrea	Rua Ryoiti Yassuda 511	SP	0	528 129 225 111	Carneiro & Santos Rações Ltda Me	(12) 3642-9443
239	Centro	(12) 3645-5570	12400-000	Pindamonhangaba	71.819.957/0001-02	Dalva	Mercado Municipal Box  048	SP	0	528 044 043 - 119	D F B Consolino	(12) 3642-1542
240	Centro	(12) 9706-2544	12400-000	Pindamonhangaba	60.423.175/0001-33	Eunice	Mercado Municipal Box 20	SP	0	528 030 948 113	Eunice Cafaloni da Rosa Me	(12) 3642-7604
241	Centro		12400-040	Pindamonhangaba	54.119.078/0001-59	Claudio	R Gustavo Godoy 122	SP	0	528 000 107 116	Fukasawa	(12) 3642-2999
242	Centro		12400-490	Pindamonhangaba	00.549.103/0001-05		Capitão José Martiniano Vieira Ferraz 186 BO75A	SP	0	528 049 694 110	Gilson Monteiro de Campos Hortigranjeiros Me	(12) 3643-4170
243	Araretama		12423-010	Pindamonhangaba	00.234.330/0001-41	Humberto	Av Nicanor Ramos Nogueira 1590	SP	0	528 048 768 110	H Cavaglieri Neto Me	(12) 3642-6227
244	Centro		12400-000	Pindamonhangaba	02.842.972/0001-59	Leandro	Rua Dr Campos Sales 294	SP	0	528 059 705 115	K A C Coml Ltda Me	(12) 3643-2634
245	Centro	(12)9774-6133	12400-040	Pindamonhangaba	02.770.456/0001-66	Ranieri	Rua Dr Gustavo de Godoy 154	SP	0	528 123 421 111	Marlene Ramiro Nogueira Rosa Me	(12) 3648-3500
246	Araretama	(12) 9772-1891	12423-010	Pindamonhangaba	05.980.674/0001-13	Mauricio	Av Nicanor Ramos Nogueira 1182	SP	0	528 128 177 111	Mauricio Alves Com de Rações Me	(12) 3645-8849
247	Centro		12400-000	Pindamonhangaba	57.558.546/0001-80	Beto	Rua Dr Gustavo de Godoy 100	SP	0	528 026 852 - 111	Mercearia Pinda Ltda	(12) 3642-4263
248	Boa Vista		12401-120	Pindamonhangaba	03.423.413/0001-77	Sandra	AV Theodorico C A de Souza 444	SP	0	528 062 859 110	Sandra Regina B Alves de Abreu Me	(12) 3645-5258
249	Centro	(12) 9116-2024	12400-000	Pindamonhangaba	38.816.500/0001-79	Sergio/Erika	Mercado Municipal Box 69	SP	0	528 016 165 111	Sergio Augusto Fernandes Rodrigues	(12) 3642-3448
250	Maricá		12411-440	Pindamonhangaba	05.322.667/0001-24	Sonia 	Av Paraná 21	SP	0	528 124 881 117	Sonia Maria Barsalimi Me	(12) 3645-6590
251	 Centro 		12400-400	Pindamonhangaba	04.151.987/0002-87	Valdirene	Av Fortunato Moreira 170	SP	0	528 119 007 113	Supermercado Big Public de Pinda	(12) 3644-2444
252	Centro		27197-000	Pinheiral	01.363.765/0001-59	3356-2735	Av Nilton Penna Botelho 216	RJ	0	85 861 085	Chagas e Fernandes Floric Serralhe Prod Agrop lTda	(24) 3356-3176
253	TrêSPoços		27197-000	Pinheiral	86.837.846/0001-04		Rua João Pinto da Fonseca 45	RJ	0	84 985 619	Fibromarmore Industria e Comercio Ltda	(24) 3356-2436
254	Centro		12620-000	Piquete	01.222.704/0001-71	Carlos	R Capitão José de Brito 492	SP	0	533 006 238 116	Carlos José Pontes de Assis	(12) 3156-1920
255	Centro	(12)9784-3403	12620-000	Piquete	03.377.852/0001-90	Evandro	Rua Coronel Luis Relvas 280	SP	0	533 008 149 119	Evandro Jofre de Oliveira Piquete	
256	Centro	(12) 3156-1269	12620-000	Piquete	09.549.185/0001-62	José Aparecido	Rua Major Carlos Ribeiro	SP	0	420 140 103 113	Ilza Silva de Paula Me Rações São José	(12) 3156-1269
257	Quilombo		12620-000	Piquete	64.549.439/0001-50	José	Rod Cruzeiro X Piquete	SP	0	533 005 317 110	José GonçalveSPiquete	(12) 3156-0267
258	Santo Antonio 	(12) 9784-8840	12620-000	Piquete	55.128.748/0001-66	Joaquim	Av José Ribeiro dos Santos Bambuzinho	SP	0	533 004 107-118	Yolanda de Souza Guimarães	(12) 9729-9117
259	Vila Real		27570-000	Porto Real	05.692.465/0001-74	Anderson	Av Dom Pedro ll   6	RJ	0	77 561 064	Andrea de Souza Silva - Mercearias Me	(24) 3353-1525
260	Centro		27570-000	Porto Real	09.608.742/0001-79	Viviane	Estrada Floriano x Porto Real 1801	RJ	0	78 525 053	Diego e Diogo Com de Rações Ltda	(24) 3353-1123
261	 Centro 		25570-000	Porto Real	07.872.228/0001-10		Estrada Quatis/Floriano 1801	RJ	0	78 074 426	F de Moraes Comercio e Serviços Me	
262	Centro	(24) 9301-0240	27570-000	Porto Real	05.201.028/0001-00	Marquinho	Av Dom Pedro II   750	RJ	0	77 412 808	Graciane E Fonseca Com Varejista de Ração Ltda	(24) 3353-2351
263	Novo Horizonte		27570-000	Porto Real	68.784.867/0001-19	Helio	Rua 1 n 395	RJ	0	84 692 840	H C Salvador	(24) 9217-5289
264	Jardim Real		27570-000	Porto Real	02.318.322/0001-09	Marcia	Rua Dom Pedro II  2016	RJ	0	85 873 369	Marcia Maria Martins de Oliveira	(24) 3353-3243
265	Freitas Soares		27400-000	Porto Real	04.650.344/0001-05	Claudio	Rua 37 n17 Esquina Av B	RJ	0	77 234 055	Mercearia 37 de Porto Real Ltda Me	
266	Centro	(24) 3353-1236	27570-000	Porto Real	04.515.914/0001-46		Av. Dom Pedro II	RJ	0	85 874 551	Mini Mercado Engenho Central	
267	Vila Marina/ Bulhões		27512-180	Porto Real	39.751.631/0001-88		H R Fritichard S/N	RJ	0	85 047 760	Mini Mercado Muniz e Muniz ltda	(24) 3381-5014
268	Jardim Real		27570-000	Porto Real	04.442.394/0001-99		Av Dom Pedro ll 2154	RJ	0	75 746 873	R Donizete de Oliveira	(24) 3353-1240
269	Jd Paraiba		12570-000	Potim	07.657.824/0001-88	Rosa	Rua Totó Barbosa 123	SP	0	174 147 335 117	R M de JesuSPinto Me	(12) 8155-4820
270	Mirandopolis		27420-200	Quatis	00.826.781/0001-78	Antenor	R Capitão Antonio Lobo 125	RJ	0	84 448 192	A T Resende Neto	(24) 3353-2155
271	São Benedito		27430-050	Quatis	01.030.556/0001-93	Lurdes	Rua João Chiesse Filho 6	RJ	0	84 395 242	André Luis de Carvalho Me	
272	Centro		27400-000	Quatis	02.848.690/0001-69	Rogéria	Praça Dr Teixeira Brandão 7A	SP	0	85 372 505	Luis Carlos Cesar Gonzaga Com e Repres Ltda	(24) 3353-3073
273	Mirandopolis		27400-000	Quatis	29.023.058/0001-32	Marco	Estrada Quatis x Floriano 500	RJ	0	82 626 456	Marco Aurelio Fonseca	(24) 3353-2858
274	Centro	(12) 9712-0238	12800-000	Queluz	05.324.382/0001-22	Cosme	Rua Ariano Moraes Borges 10	SP	0	567 058 255 112	A C Valim Queluz ME	(12) 3147-2091
275	Centro		12800-000	Queluz	96.248.307/0001-85		Rua Prudente de Morais 287	SP	0	567 004 378 116	Alexandra Tzi Tizt	(12) 3147-1436
276	Centro		12800-000	Queluz	02.419.300/0001-35	Angela	R Cap Francisco Pinto 78	SP	0	567 003 256-118	Batista e Prado Com de Ração Ltda	
277	Centro	(12) 9785-3270	12800-000	Queluz	57.399.503/0001-07	Cleb	Rua Mario Fabri   22	SP	0	567 057 700 - 112	Cleb Wilton José Figueiredo	(24) 3381-4671
278	Centro		12800-000	Queluz	28.672.996/0004-43	Plínio	Rua Rebouças de Carvalho S/N	SP	0	567 001 954 116	Cooperativa Agro-Pecuaria de Barra Mansa Ltda	(12) 3147-1474
279	Centro	(  ) 3147-2110	12800-000	Queluz	09.569.382/0001-43	Cristina	Ladeira Antonio Carlos 44	SP	0	567 060 028 115	De Paula e Nunes Coml de Alimentos Ltda	(12) 3147-2310
280	Palha		12800-000	Queluz	01.656.259/0001-58		Rua Corifeu de Azevedo Marques 280	SP	0	567 004 536 111	J B de Campos Me	(12) 3147-1013
281	Centro		12800-000	Queluz	00.974.788/0001-37		R Cirino de Morais Borges s/n	SP	0	117 537 109-47	Maria Ieda Almeida	
282	Estrela		12800-000	Queluz	01.285.718/0001-34	Valter	Rod SP 54 Km 01	SP	0	567 005 124 114	Mariana C de Carvalho Queluz Me	(12) 3147-1783
283	Centro		12800-000	Queluz	48.396.071/0001-81		Rua Dr Oscar de Almeida 7	SP	0	567 001 244 113	Nilton Martinelli Soares e Cia Ltda	(12) 3147-1405
284	 Centro 	(12) 3147-1210	12800-000	Queluz	02.972.541/0001-07		Rua Tenente Manoel França 	SP	0	567 005 597 119	Nircia Roubader de Souza Me	(12) 3147-1323
285	Centro		12800-000	Queluz	08.956.978/0001-33	Guto	Rua João Batista Ferreira  04	SP	0	567 059 605 118	Supermercado Souza Duarte Ltda ME	(12) 3147-1115
286	Manejo		27520-300	Resende	36.499.119/0001-06		Av Tenente Coronel Mendes 269	RJ	0	84 119 253	A C da Silva Oliveira Me	(24) 3354-6782
287	Cid Alegria		27525-062	Resende	35.880.921/0001-70		Rua dos Ipes 1084	RJ	0	83 940 425	Açougue 2 Cunhas Ltda	
288	Manejo		27521-130	Resende	01.464.805/0001-59		Av Coronel Mendes 1533	RJ	0	85 940 910	Açougue e Mercearia FC 1533 Ltda Me	(24) 3354-7527
289	Centro		27511-360	Resende	01.393.711/0001-36	Alipio	R Gustavo Jardim 77	RJ	0	85 777 270	Agro Ferro Produtos Agropecuaria Ltda	(24) 3354-7135
290	Manejo	(24) 3354-3281	27520-280	Resende	36.103.315/0001-01	Juca	R Alfredo Botelho 245	RJ	0	83 840 875	Agro Pesca Manejo Ltda	(24) 3354-5885
291	Manejo		27521-130	Resende	29.918.836/0001-51	Claudio	Av Coronel Mendes 857	RJ	0	82 744 738	Agropecuaria Estrela de Resende Ltda	(24) 3354-7142
292	Santo Amaro		27500-000	Resende	01.112.939/0001-00	Roberto	Rua José Espindola Elias 537	RJ	0	85 775 944	Agropecuaria Santa Helena de Resende Ltda	(24) 3354-3606
293	Paraiso	(  ) 8828-0041	27535-070	Resende	01.334.786/0001-46	Cirino	Rua Dom Bosco 135	RJ	0	85 776 932	Aguimar Rodrigues de Paula	(24) 3360-7171
294	Centro		27511-120	Resende	00.203.534/0001-15	Gilmar	Praça Oliveira Botelho 225	RJ	0	85 337 750	Algi Supermercado Ltda	(24) 3354-1092
295	Vila Julieta		27500-160	Resende	02.664.488/0001-87		Av Feliciano Sodré 405	RJ	0	75 443 978	Amendoeiras de Resende Bar e Lanchonete Ltda	(24) 3360-1291
296	Vila Julieta	(24) 3354-7312	27521-010	Resende	03.684.900/0001-93	Oscar	Av General A Fonseca 993	RJ	0	77 380 736	Andrade e Galvão Ltda	(24) 3354-6842
297	Vila Julieta		27520-250	Resende	06.123.767/0001-94		Av Governador Portela 7	RJ	0	77 690 280	Andrade Eshuwb Alimentos Ltda	(24) 3354-7859
298	Alvorada		27520-174	Resende	03.350.563/0001-06	Gustavo	Av GEneral A Fonseca 1305	RJ	0	75 789 246	Animania de Resende Produtos Veterinarios Ltda	(24) 3354-2109
299	Comercial	(24) 3381-4576	27542-030	Resende	02.296.968/0001-32	Telma/Adrian	Rua 29 de Setembro 117	RJ	0	86 307 332	Arcus Restaurante Ltda Me	(24) 3360-4544
